prompt,Q3_Health Problem,json_list,clusters,cluster_id,id
Q13_Root Cause,Obesity,"['Hereditary', 'Parental Influence', 'Most People', 'General Struggle', 'Difficulty Recognizing Foods for Health', 'Most People Struggle with Nutrition', 'Most likely due to family', 'Possible Lifestlye Impacts', 'Not Sure What Is Best', 'Society Change', 'Stay at Home', 'Increased Indoor Activity', 'Societal Factors', 'Sedentary Lifestyle', 'All Countries/All People', 'General Lifestyle', 'Mass Car Use', 'Education on Food Pyramid', 'Healthy Eating Behavior', 'Reach Those in Schools', 'Balanced Meals', 'Ongoing Teaching', 'Family Stress', 'Public Transportation Needs Improvement', 'Transportation', 'Lack of Resources', 'Food Stamps make it Difficult for Healthy Choices', 'Education and Health in Rural Areas', 'Education Availability', 'Familiarity with Fast Food Options', 'Rural', 'Class Participation', 'Grocery Distance', 'Grocery Stores Not Close by', 'Proximity a potential barrier', 'Poverty and Youth Population', 'Lack of Nutritional Focus', 'Lack of Heated Sidewalks', 'Car Centric Design', 'Less Healthy Food Options', ""People's Attitudes"", 'Mind made up', 'Attitude as a Root Cause', 'Stems from Poverty', 'Financial Strain on Health Issues', 'No Access to Healthcare', 'Everything Costs Money', 'Awareness of Difference between Households', 'Exercise/Movement as Form of Self-Care', 'Conversations with Family about Obesity', 'Rec Center', 'Money is Root Cause', 'Providing for Family Priority', 'Providing for Family Inhibits Exercise', 'Low Income as Root Cause for Unhealthy Eating Habit', 'Healthy Choice not Continued at Home', 'N/A', 'Social Isolation', 'Primary Isolation Reason', 'Specific to Social Reasons', 'Not Going Out of Their Way', 'Personal Nature', 'Some people do not want to be social', 'Focus is on sports', 'Focus in on getting people involved', 'Financial Factor', 'Non-Specific Information', 'Technology Dependence', 'Inflation', 'COVID Has Worsened Cost of Living', 'Economy as Cause', 'Root Cause: Attitudes', 'No Flu Vaccine Plan', 'Insufficient Education', 'Knowledge and Training', 'Lack of Knowledge and Learning as a Root Cause', 'Parental Influence', 'Socioeconomic Factors', 'Community', 'Culture', 'Lack of Time', 'Desire to Support Business', 'Food Documentary', 'Health Class', 'Strict PE Teachers', 'Took Health Course, Experienced Fitness Teachers', 'Possible Insufficient Program Risk', 'Economic Factors', 'Changing Societal Expectations', 'Physical Activity Involvement', 'Nutrition', 'Influencing Expectations', 'Ease of Fast Food']","['Most People', 'General Struggle', 'Society Change', 'Stay at Home', 'Increased Indoor Activity', 'Sedentary Lifestyle', 'All Countries/All People', 'General Lifestyle', 'Mass Car Use', 'Reach Those in Schools', 'Ongoing Teaching', 'Public Transportation Needs Improvement', 'Transportation', 'Education Availability', 'Rural', 'Class Participation', 'Grocery Distance', 'Poverty and Youth Population', 'Car Centric Design', ""People's Attitudes"", 'Mind made up', 'Rec Center', 'N/A', 'Social Isolation', 'Personal Nature', 'Some people do not want to be social', 'Focus is on sports', 'Focus in on getting people involved', 'Technology Dependence', 'Insufficient Education', 'Knowledge and Training', 'Community', 'Culture', 'Strict PE Teachers', 'Changing Societal Expectations', 'Physical Activity Involvement']",0,Q13_Obe_0
Q13_Root Cause,Obesity,"['Hereditary', 'Parental Influence', 'Most People', 'General Struggle', 'Difficulty Recognizing Foods for Health', 'Most People Struggle with Nutrition', 'Most likely due to family', 'Possible Lifestlye Impacts', 'Not Sure What Is Best', 'Society Change', 'Stay at Home', 'Increased Indoor Activity', 'Societal Factors', 'Sedentary Lifestyle', 'All Countries/All People', 'General Lifestyle', 'Mass Car Use', 'Education on Food Pyramid', 'Healthy Eating Behavior', 'Reach Those in Schools', 'Balanced Meals', 'Ongoing Teaching', 'Family Stress', 'Public Transportation Needs Improvement', 'Transportation', 'Lack of Resources', 'Food Stamps make it Difficult for Healthy Choices', 'Education and Health in Rural Areas', 'Education Availability', 'Familiarity with Fast Food Options', 'Rural', 'Class Participation', 'Grocery Distance', 'Grocery Stores Not Close by', 'Proximity a potential barrier', 'Poverty and Youth Population', 'Lack of Nutritional Focus', 'Lack of Heated Sidewalks', 'Car Centric Design', 'Less Healthy Food Options', ""People's Attitudes"", 'Mind made up', 'Attitude as a Root Cause', 'Stems from Poverty', 'Financial Strain on Health Issues', 'No Access to Healthcare', 'Everything Costs Money', 'Awareness of Difference between Households', 'Exercise/Movement as Form of Self-Care', 'Conversations with Family about Obesity', 'Rec Center', 'Money is Root Cause', 'Providing for Family Priority', 'Providing for Family Inhibits Exercise', 'Low Income as Root Cause for Unhealthy Eating Habit', 'Healthy Choice not Continued at Home', 'N/A', 'Social Isolation', 'Primary Isolation Reason', 'Specific to Social Reasons', 'Not Going Out of Their Way', 'Personal Nature', 'Some people do not want to be social', 'Focus is on sports', 'Focus in on getting people involved', 'Financial Factor', 'Non-Specific Information', 'Technology Dependence', 'Inflation', 'COVID Has Worsened Cost of Living', 'Economy as Cause', 'Root Cause: Attitudes', 'No Flu Vaccine Plan', 'Insufficient Education', 'Knowledge and Training', 'Lack of Knowledge and Learning as a Root Cause', 'Parental Influence', 'Socioeconomic Factors', 'Community', 'Culture', 'Lack of Time', 'Desire to Support Business', 'Food Documentary', 'Health Class', 'Strict PE Teachers', 'Took Health Course, Experienced Fitness Teachers', 'Possible Insufficient Program Risk', 'Economic Factors', 'Changing Societal Expectations', 'Physical Activity Involvement', 'Nutrition', 'Influencing Expectations', 'Ease of Fast Food']","['Hereditary', 'Parental Influence', 'Most likely due to family', 'Possible Lifestlye Impacts', 'Societal Factors', 'Family Stress', 'Lack of Resources', 'Proximity a potential barrier', 'Attitude as a Root Cause', 'Stems from Poverty', 'Everything Costs Money', 'Awareness of Difference between Households', 'Conversations with Family about Obesity', 'Money is Root Cause', 'Providing for Family Priority', 'Providing for Family Inhibits Exercise', 'Primary Isolation Reason', 'Specific to Social Reasons', 'Financial Factor', 'Inflation', 'Economy as Cause', 'Root Cause: Attitudes', 'Lack of Knowledge and Learning as a Root Cause', 'Parental Influence', 'Socioeconomic Factors', 'Lack of Time', 'Desire to Support Business', 'Economic Factors', 'Influencing Expectations']",1,Q13_Obe_1
Q13_Root Cause,Obesity,"['Hereditary', 'Parental Influence', 'Most People', 'General Struggle', 'Difficulty Recognizing Foods for Health', 'Most People Struggle with Nutrition', 'Most likely due to family', 'Possible Lifestlye Impacts', 'Not Sure What Is Best', 'Society Change', 'Stay at Home', 'Increased Indoor Activity', 'Societal Factors', 'Sedentary Lifestyle', 'All Countries/All People', 'General Lifestyle', 'Mass Car Use', 'Education on Food Pyramid', 'Healthy Eating Behavior', 'Reach Those in Schools', 'Balanced Meals', 'Ongoing Teaching', 'Family Stress', 'Public Transportation Needs Improvement', 'Transportation', 'Lack of Resources', 'Food Stamps make it Difficult for Healthy Choices', 'Education and Health in Rural Areas', 'Education Availability', 'Familiarity with Fast Food Options', 'Rural', 'Class Participation', 'Grocery Distance', 'Grocery Stores Not Close by', 'Proximity a potential barrier', 'Poverty and Youth Population', 'Lack of Nutritional Focus', 'Lack of Heated Sidewalks', 'Car Centric Design', 'Less Healthy Food Options', ""People's Attitudes"", 'Mind made up', 'Attitude as a Root Cause', 'Stems from Poverty', 'Financial Strain on Health Issues', 'No Access to Healthcare', 'Everything Costs Money', 'Awareness of Difference between Households', 'Exercise/Movement as Form of Self-Care', 'Conversations with Family about Obesity', 'Rec Center', 'Money is Root Cause', 'Providing for Family Priority', 'Providing for Family Inhibits Exercise', 'Low Income as Root Cause for Unhealthy Eating Habit', 'Healthy Choice not Continued at Home', 'N/A', 'Social Isolation', 'Primary Isolation Reason', 'Specific to Social Reasons', 'Not Going Out of Their Way', 'Personal Nature', 'Some people do not want to be social', 'Focus is on sports', 'Focus in on getting people involved', 'Financial Factor', 'Non-Specific Information', 'Technology Dependence', 'Inflation', 'COVID Has Worsened Cost of Living', 'Economy as Cause', 'Root Cause: Attitudes', 'No Flu Vaccine Plan', 'Insufficient Education', 'Knowledge and Training', 'Lack of Knowledge and Learning as a Root Cause', 'Parental Influence', 'Socioeconomic Factors', 'Community', 'Culture', 'Lack of Time', 'Desire to Support Business', 'Food Documentary', 'Health Class', 'Strict PE Teachers', 'Took Health Course, Experienced Fitness Teachers', 'Possible Insufficient Program Risk', 'Economic Factors', 'Changing Societal Expectations', 'Physical Activity Involvement', 'Nutrition', 'Influencing Expectations', 'Ease of Fast Food']","['Difficulty Recognizing Foods for Health', 'Most People Struggle with Nutrition', 'Not Sure What Is Best', 'Education on Food Pyramid', 'Healthy Eating Behavior', 'Balanced Meals', 'Food Stamps make it Difficult for Healthy Choices', 'Education and Health in Rural Areas', 'Familiarity with Fast Food Options', 'Grocery Stores Not Close by', 'Lack of Nutritional Focus', 'Lack of Heated Sidewalks', 'Less Healthy Food Options', 'Financial Strain on Health Issues', 'No Access to Healthcare', 'Exercise/Movement as Form of Self-Care', 'Low Income as Root Cause for Unhealthy Eating Habit', 'Healthy Choice not Continued at Home', 'Not Going Out of Their Way', 'Non-Specific Information', 'COVID Has Worsened Cost of Living', 'No Flu Vaccine Plan', 'Food Documentary', 'Health Class', 'Took Health Course, Experienced Fitness Teachers', 'Possible Insufficient Program Risk', 'Nutrition', 'Ease of Fast Food']",2,Q13_Obe_2
Q14_Community Strengths,Depression,"['High Number of Hope Squads', 'Available Help System', 'No System for Professional', 'Affordable Professional Help', 'Prominent Religion System Available', 'Religion Offers Services', 'Community Strengths', 'Access to Affordable Services', 'Depression Resource Unavailable', 'Potential Therapists Nearby', 'Depression Service Not Advertised', 'Limited Knowledge of Community Services', 'Healthcare Facility', 'Lack of Advertising', 'Locations', 'Patient-Specific', 'Psychiatrists and Social Workers', 'Enjoying Being Around People', 'Workplace Community', 'Community through Sunlight', 'Bright Sun Helps', 'Community Strength = People', 'Getting out / Activity', 'Strength = Weather', 'Interests Important', 'Training', 'Forums', 'Schools Programs', 'Life Coaches and Acupuncture Available', 'Therapy would be Useful for Everyone', 'Sliding Scale Payment', 'Acupuncture', 'School 4H Program', 'Schools and Cities', 'Strengths and Opportunities Found', 'Schools Help Kids', 'Asset Building', 'Asset: Access to Program', 'Less Stigma', 'Community Support', 'Well-being Community Awareness', 'Community Strength Combats Depression', 'Religious Community', 'Benefits to Mental Health', 'Morality and Concepts', 'Religion Helps Depression', 'All Faiths help', 'Group Therapy', 'Individual and Family Therapy']","['No System for Professional', 'Depression Service Not Advertised', 'Lack of Advertising', 'Locations', 'Getting out / Activity', 'Interests Important', 'Sliding Scale Payment', 'Strengths and Opportunities Found', 'Asset Building', 'Less Stigma']",0,Q14_Dep_0
Q14_Community Strengths,Depression,"['High Number of Hope Squads', 'Available Help System', 'No System for Professional', 'Affordable Professional Help', 'Prominent Religion System Available', 'Religion Offers Services', 'Community Strengths', 'Access to Affordable Services', 'Depression Resource Unavailable', 'Potential Therapists Nearby', 'Depression Service Not Advertised', 'Limited Knowledge of Community Services', 'Healthcare Facility', 'Lack of Advertising', 'Locations', 'Patient-Specific', 'Psychiatrists and Social Workers', 'Enjoying Being Around People', 'Workplace Community', 'Community through Sunlight', 'Bright Sun Helps', 'Community Strength = People', 'Getting out / Activity', 'Strength = Weather', 'Interests Important', 'Training', 'Forums', 'Schools Programs', 'Life Coaches and Acupuncture Available', 'Therapy would be Useful for Everyone', 'Sliding Scale Payment', 'Acupuncture', 'School 4H Program', 'Schools and Cities', 'Strengths and Opportunities Found', 'Schools Help Kids', 'Asset Building', 'Asset: Access to Program', 'Less Stigma', 'Community Support', 'Well-being Community Awareness', 'Community Strength Combats Depression', 'Religious Community', 'Benefits to Mental Health', 'Morality and Concepts', 'Religion Helps Depression', 'All Faiths help', 'Group Therapy', 'Individual and Family Therapy']","['Available Help System', 'Affordable Professional Help', 'Prominent Religion System Available', 'Religion Offers Services', 'Access to Affordable Services', 'Depression Resource Unavailable', 'Bright Sun Helps', 'Strength = Weather', 'Schools Help Kids', 'Asset: Access to Program', 'Benefits to Mental Health', 'Morality and Concepts', 'Religion Helps Depression', 'All Faiths help']",1,Q14_Dep_1
Q14_Community Strengths,Depression,"['High Number of Hope Squads', 'Available Help System', 'No System for Professional', 'Affordable Professional Help', 'Prominent Religion System Available', 'Religion Offers Services', 'Community Strengths', 'Access to Affordable Services', 'Depression Resource Unavailable', 'Potential Therapists Nearby', 'Depression Service Not Advertised', 'Limited Knowledge of Community Services', 'Healthcare Facility', 'Lack of Advertising', 'Locations', 'Patient-Specific', 'Psychiatrists and Social Workers', 'Enjoying Being Around People', 'Workplace Community', 'Community through Sunlight', 'Bright Sun Helps', 'Community Strength = People', 'Getting out / Activity', 'Strength = Weather', 'Interests Important', 'Training', 'Forums', 'Schools Programs', 'Life Coaches and Acupuncture Available', 'Therapy would be Useful for Everyone', 'Sliding Scale Payment', 'Acupuncture', 'School 4H Program', 'Schools and Cities', 'Strengths and Opportunities Found', 'Schools Help Kids', 'Asset Building', 'Asset: Access to Program', 'Less Stigma', 'Community Support', 'Well-being Community Awareness', 'Community Strength Combats Depression', 'Religious Community', 'Benefits to Mental Health', 'Morality and Concepts', 'Religion Helps Depression', 'All Faiths help', 'Group Therapy', 'Individual and Family Therapy']","['High Number of Hope Squads', 'Community Strengths', 'Potential Therapists Nearby', 'Limited Knowledge of Community Services', 'Healthcare Facility', 'Patient-Specific', 'Psychiatrists and Social Workers', 'Enjoying Being Around People', 'Workplace Community', 'Community through Sunlight', 'Community Strength = People', 'Training', 'Forums', 'Schools Programs', 'Life Coaches and Acupuncture Available', 'Therapy would be Useful for Everyone', 'Acupuncture', 'School 4H Program', 'Schools and Cities', 'Community Support', 'Well-being Community Awareness', 'Community Strength Combats Depression', 'Religious Community', 'Group Therapy', 'Individual and Family Therapy']",2,Q14_Dep_2
Q14_Community Strengths,Obesity,"['Strong Social Supports', 'Financial Security', 'Outdoor Community', 'Community Strength: Finances', 'Hiking Trails', 'Seasonal Availability', 'Rock Slides', 'No Expert Opinion', 'Walking Paths and Bike Trails', 'Partnership with Recreation League', 'Community Strengths/Walking Trails', 'School Health Initiatives', 'Trails Accessibility', 'Close Proximity to Canyon', 'Recreation Opportunities', 'Rec Centers Not Needed', 'Open Areas/Parks', 'Community Strengths', 'Community Engagement', 'Hospital Resources', 'Pickleball Courts Benefit Seniors', 'Community', 'Outdoor Community Strengths', 'Age Group Strengths', 'Community Garden', 'Bike Walk Provo', 'High Gym Density', 'High Change Opportunity', 'Fitness Services', 'Hiking Trails', 'Bike Lanes', 'Encourages Outdoor Activity', 'Murdock Trail', 'Pleasant Grove', 'Nature', 'Getting Information', 'Going to the Pantry', 'Food Pantry', ""Don't Have to Go Cheap/Fast"", 'Free Healthy Options', 'Accessible Options', 'Free Clinics for Obesity', 'Outreach Programs for Spanish Speakers', 'Outreach Services Available', 'Wellness Clinics', 'Bike Lanes', 'Transportation', 'Exercise and Trail System', 'Opportunities', 'Uncommon Accessibility', 'Trail and Park Availability', 'No Local Community Resources', 'Schools Not Currently Utilising Governors', 'Schools as Resource', 'Doesn’t Know of Strengths', 'Activity Diversity', 'Programming Diversity', 'Resources', 'The Rec Center', 'Parks and Community Activities', 'Sport/Recreation Programs', 'Pleasant Grove Recreation Center', 'Accessible Parks', '1', 'Community REC Center', 'Community Parks', 'GYMS', 'CHurches Offer Support', 'Fitness', 'Church Activities', 'Community Strength', 'Programs for Adults', 'Beyond Recreation Center', 'Infrastructure', 'Recreation Popularity', 'Schools Educate', 'School Healthy Eating', 'New Rec Center', 'Promotes Community', 'Getting people out of the house', 'Springville Strengths', 'Strong Community', 'Strong Healthcare', 'Positive Community Qualities', 'Supportive Community and Child-Focused Health Care Services', 'Supportive Community', 'Healthcare Services', 'School-Based Wellness Programs', 'Access to Pediatric Care', 'Availability of Wellness Programs and Community Organizations', 'Existing Community Recreation', 'Winter Recreational Challenges', 'Recreational Spaces', 'Community Sports and Parks', 'Recreation Center and Gyms Desired', 'No One Wants to be Outside', 'Parks Get Used', 'Community Park Disuse in Winter', 'Rec Centers and Gyms', 'Outdoor Activity', 'Rec Center Used', 'VASA In Orem And American Fork', 'Trails In Town', 'VASA Location', 'Community Event Proposal', 'Physical Training', 'Engages in Marathon Activity']","['Financial Security', 'School Health Initiatives', 'Rec Centers Not Needed', 'Hospital Resources', 'High Gym Density', 'Fitness Services', 'Food Pantry', 'Free Healthy Options', 'Free Clinics for Obesity', 'Wellness Clinics', 'Schools Not Currently Utilising Governors', 'Schools as Resource', 'Resources', 'The Rec Center', 'Sport/Recreation Programs', 'Pleasant Grove Recreation Center', 'Fitness', 'Beyond Recreation Center', 'Schools Educate', 'School Healthy Eating', 'New Rec Center', 'Strong Healthcare', 'Healthcare Services', 'School-Based Wellness Programs', 'Access to Pediatric Care', 'Recreation Center and Gyms Desired', 'Rec Centers and Gyms', 'Rec Center Used', 'VASA Location', 'Physical Training']",0,Q14_Obe_0
Q14_Community Strengths,Obesity,"['Strong Social Supports', 'Financial Security', 'Outdoor Community', 'Community Strength: Finances', 'Hiking Trails', 'Seasonal Availability', 'Rock Slides', 'No Expert Opinion', 'Walking Paths and Bike Trails', 'Partnership with Recreation League', 'Community Strengths/Walking Trails', 'School Health Initiatives', 'Trails Accessibility', 'Close Proximity to Canyon', 'Recreation Opportunities', 'Rec Centers Not Needed', 'Open Areas/Parks', 'Community Strengths', 'Community Engagement', 'Hospital Resources', 'Pickleball Courts Benefit Seniors', 'Community', 'Outdoor Community Strengths', 'Age Group Strengths', 'Community Garden', 'Bike Walk Provo', 'High Gym Density', 'High Change Opportunity', 'Fitness Services', 'Hiking Trails', 'Bike Lanes', 'Encourages Outdoor Activity', 'Murdock Trail', 'Pleasant Grove', 'Nature', 'Getting Information', 'Going to the Pantry', 'Food Pantry', ""Don't Have to Go Cheap/Fast"", 'Free Healthy Options', 'Accessible Options', 'Free Clinics for Obesity', 'Outreach Programs for Spanish Speakers', 'Outreach Services Available', 'Wellness Clinics', 'Bike Lanes', 'Transportation', 'Exercise and Trail System', 'Opportunities', 'Uncommon Accessibility', 'Trail and Park Availability', 'No Local Community Resources', 'Schools Not Currently Utilising Governors', 'Schools as Resource', 'Doesn’t Know of Strengths', 'Activity Diversity', 'Programming Diversity', 'Resources', 'The Rec Center', 'Parks and Community Activities', 'Sport/Recreation Programs', 'Pleasant Grove Recreation Center', 'Accessible Parks', '1', 'Community REC Center', 'Community Parks', 'GYMS', 'CHurches Offer Support', 'Fitness', 'Church Activities', 'Community Strength', 'Programs for Adults', 'Beyond Recreation Center', 'Infrastructure', 'Recreation Popularity', 'Schools Educate', 'School Healthy Eating', 'New Rec Center', 'Promotes Community', 'Getting people out of the house', 'Springville Strengths', 'Strong Community', 'Strong Healthcare', 'Positive Community Qualities', 'Supportive Community and Child-Focused Health Care Services', 'Supportive Community', 'Healthcare Services', 'School-Based Wellness Programs', 'Access to Pediatric Care', 'Availability of Wellness Programs and Community Organizations', 'Existing Community Recreation', 'Winter Recreational Challenges', 'Recreational Spaces', 'Community Sports and Parks', 'Recreation Center and Gyms Desired', 'No One Wants to be Outside', 'Parks Get Used', 'Community Park Disuse in Winter', 'Rec Centers and Gyms', 'Outdoor Activity', 'Rec Center Used', 'VASA In Orem And American Fork', 'Trails In Town', 'VASA Location', 'Community Event Proposal', 'Physical Training', 'Engages in Marathon Activity']","['Strong Social Supports', 'Outdoor Community', 'Community Strength: Finances', 'Partnership with Recreation League', 'Community Strengths/Walking Trails', 'Community Strengths', 'Community Engagement', 'Pickleball Courts Benefit Seniors', 'Community', 'Outdoor Community Strengths', 'Age Group Strengths', 'Community Garden', 'Outreach Programs for Spanish Speakers', 'No Local Community Resources', 'Doesn’t Know of Strengths', 'Programming Diversity', 'Parks and Community Activities', 'Community REC Center', 'Community Parks', 'Community Strength', 'Programs for Adults', 'Promotes Community', 'Springville Strengths', 'Strong Community', 'Positive Community Qualities', 'Supportive Community and Child-Focused Health Care Services', 'Supportive Community', 'Availability of Wellness Programs and Community Organizations', 'Existing Community Recreation', 'Community Sports and Parks', 'Community Park Disuse in Winter', 'VASA In Orem And American Fork', 'Community Event Proposal']",1,Q14_Obe_1
Q14_Community Strengths,Obesity,"['Strong Social Supports', 'Financial Security', 'Outdoor Community', 'Community Strength: Finances', 'Hiking Trails', 'Seasonal Availability', 'Rock Slides', 'No Expert Opinion', 'Walking Paths and Bike Trails', 'Partnership with Recreation League', 'Community Strengths/Walking Trails', 'School Health Initiatives', 'Trails Accessibility', 'Close Proximity to Canyon', 'Recreation Opportunities', 'Rec Centers Not Needed', 'Open Areas/Parks', 'Community Strengths', 'Community Engagement', 'Hospital Resources', 'Pickleball Courts Benefit Seniors', 'Community', 'Outdoor Community Strengths', 'Age Group Strengths', 'Community Garden', 'Bike Walk Provo', 'High Gym Density', 'High Change Opportunity', 'Fitness Services', 'Hiking Trails', 'Bike Lanes', 'Encourages Outdoor Activity', 'Murdock Trail', 'Pleasant Grove', 'Nature', 'Getting Information', 'Going to the Pantry', 'Food Pantry', ""Don't Have to Go Cheap/Fast"", 'Free Healthy Options', 'Accessible Options', 'Free Clinics for Obesity', 'Outreach Programs for Spanish Speakers', 'Outreach Services Available', 'Wellness Clinics', 'Bike Lanes', 'Transportation', 'Exercise and Trail System', 'Opportunities', 'Uncommon Accessibility', 'Trail and Park Availability', 'No Local Community Resources', 'Schools Not Currently Utilising Governors', 'Schools as Resource', 'Doesn’t Know of Strengths', 'Activity Diversity', 'Programming Diversity', 'Resources', 'The Rec Center', 'Parks and Community Activities', 'Sport/Recreation Programs', 'Pleasant Grove Recreation Center', 'Accessible Parks', '1', 'Community REC Center', 'Community Parks', 'GYMS', 'CHurches Offer Support', 'Fitness', 'Church Activities', 'Community Strength', 'Programs for Adults', 'Beyond Recreation Center', 'Infrastructure', 'Recreation Popularity', 'Schools Educate', 'School Healthy Eating', 'New Rec Center', 'Promotes Community', 'Getting people out of the house', 'Springville Strengths', 'Strong Community', 'Strong Healthcare', 'Positive Community Qualities', 'Supportive Community and Child-Focused Health Care Services', 'Supportive Community', 'Healthcare Services', 'School-Based Wellness Programs', 'Access to Pediatric Care', 'Availability of Wellness Programs and Community Organizations', 'Existing Community Recreation', 'Winter Recreational Challenges', 'Recreational Spaces', 'Community Sports and Parks', 'Recreation Center and Gyms Desired', 'No One Wants to be Outside', 'Parks Get Used', 'Community Park Disuse in Winter', 'Rec Centers and Gyms', 'Outdoor Activity', 'Rec Center Used', 'VASA In Orem And American Fork', 'Trails In Town', 'VASA Location', 'Community Event Proposal', 'Physical Training', 'Engages in Marathon Activity']","['Hiking Trails', 'Seasonal Availability', 'Rock Slides', 'No Expert Opinion', 'Walking Paths and Bike Trails', 'Trails Accessibility', 'Close Proximity to Canyon', 'Recreation Opportunities', 'Open Areas/Parks', 'Bike Walk Provo', 'High Change Opportunity', 'Hiking Trails', 'Bike Lanes', 'Encourages Outdoor Activity', 'Murdock Trail', 'Pleasant Grove', 'Nature', 'Getting Information', 'Going to the Pantry', ""Don't Have to Go Cheap/Fast"", 'Accessible Options', 'Outreach Services Available', 'Bike Lanes', 'Transportation', 'Exercise and Trail System', 'Opportunities', 'Uncommon Accessibility', 'Trail and Park Availability', 'Activity Diversity', 'Accessible Parks', '1', 'GYMS', 'CHurches Offer Support', 'Church Activities', 'Infrastructure', 'Recreation Popularity', 'Getting people out of the house', 'Winter Recreational Challenges', 'Recreational Spaces', 'No One Wants to be Outside', 'Parks Get Used', 'Outdoor Activity', 'Trails In Town', 'Engages in Marathon Activity']",2,Q14_Obe_2
Q15_Resources,Depression,"['Efforts Being Made', 'High Suicide Rate in Utah', 'Utah State Actio', 'Medical Help', 'Therapists/Councelors', 'School District', 'Expert Health Opinion', 'Mental Health Services Available', 'School Services Available', 'Professional Help for Social Anxiety', 'Talking about Mental Health', 'Speak To Friends and Family', 'No Specific Resources Mentioned', 'Rapid Growth Concerns', 'Differences in Needs', 'Outreach Opportunities in Community', ""The challenges we're facing are..."", 'Outside Resources', 'Mental Health Professional', 'Lack of Access to Care', 'Long Wait Times', 'Seek Therapy', 'No Resources Besides Hotline', 'Hotline', 'Events', 'Organizations Provide Resources', 'Resources Available', 'Resources are Available', 'No Additional Resources', 'Not Aware of Further Information', 'Q15_Resources', 'No Resources for Parent Education', 'No Other Information on Flu for Parents']","['Expert Health Opinion', 'Talking about Mental Health', 'No Specific Resources Mentioned', 'Mental Health Professional', 'No Resources Besides Hotline', 'No Additional Resources', 'Not Aware of Further Information', 'No Resources for Parent Education', 'No Other Information on Flu for Parents']",0,Q15_Dep_0
Q15_Resources,Depression,"['Efforts Being Made', 'High Suicide Rate in Utah', 'Utah State Actio', 'Medical Help', 'Therapists/Councelors', 'School District', 'Expert Health Opinion', 'Mental Health Services Available', 'School Services Available', 'Professional Help for Social Anxiety', 'Talking about Mental Health', 'Speak To Friends and Family', 'No Specific Resources Mentioned', 'Rapid Growth Concerns', 'Differences in Needs', 'Outreach Opportunities in Community', ""The challenges we're facing are..."", 'Outside Resources', 'Mental Health Professional', 'Lack of Access to Care', 'Long Wait Times', 'Seek Therapy', 'No Resources Besides Hotline', 'Hotline', 'Events', 'Organizations Provide Resources', 'Resources Available', 'Resources are Available', 'No Additional Resources', 'Not Aware of Further Information', 'Q15_Resources', 'No Resources for Parent Education', 'No Other Information on Flu for Parents']","['High Suicide Rate in Utah', 'Utah State Actio', 'Professional Help for Social Anxiety', 'Speak To Friends and Family', 'Rapid Growth Concerns', 'Differences in Needs', 'Outreach Opportunities in Community', ""The challenges we're facing are..."", 'Lack of Access to Care']",1,Q15_Dep_1
Q15_Resources,Depression,"['Efforts Being Made', 'High Suicide Rate in Utah', 'Utah State Actio', 'Medical Help', 'Therapists/Councelors', 'School District', 'Expert Health Opinion', 'Mental Health Services Available', 'School Services Available', 'Professional Help for Social Anxiety', 'Talking about Mental Health', 'Speak To Friends and Family', 'No Specific Resources Mentioned', 'Rapid Growth Concerns', 'Differences in Needs', 'Outreach Opportunities in Community', ""The challenges we're facing are..."", 'Outside Resources', 'Mental Health Professional', 'Lack of Access to Care', 'Long Wait Times', 'Seek Therapy', 'No Resources Besides Hotline', 'Hotline', 'Events', 'Organizations Provide Resources', 'Resources Available', 'Resources are Available', 'No Additional Resources', 'Not Aware of Further Information', 'Q15_Resources', 'No Resources for Parent Education', 'No Other Information on Flu for Parents']","['Efforts Being Made', 'Medical Help', 'Therapists/Councelors', 'School District', 'Mental Health Services Available', 'School Services Available', 'Outside Resources', 'Long Wait Times', 'Seek Therapy', 'Hotline', 'Events', 'Organizations Provide Resources', 'Resources Available', 'Resources are Available', 'Q15_Resources']",2,Q15_Dep_2
