row,id,prompt,answer,label_json
119,ts6_17,"Yeah, no, that's great. Um, so you mentioned that you have had the flu, a few times in the past. Um, do you know anyone have your children or do you know anyone whose children have had the flu?","No, actually. No, I don't. Now that you've said that I don't know of any kids that have actually had the flu.","[{'Original_Text': ""No, actually. No, I don't. Now that you've said that I don't know of any kids that have actually had the flu."", 'Code': 'No Flu Experience', 'Topic': 'Social Knowledge', 'Keywords': ['No Experience', 'Social Experience', 'Children', 'Influenza Experience']}]"
122,ts6_20,"Yeah, so if it was like, just general knowledge, you'd probably go online and if it was something more immediately concerning you would be inclined to 111. Is that kind of?",Yeah,"[{'Original_Text': 'Yeah', 'Code': 'Health Service Preference', 'Topic': 'Preferred Medical Service', 'Keywords': ['No Contact', 'Online']}]"
123,ts6_21,"Have you ever talked to your child's GP about the flu, or to like any medical professional?","I have done because, um but not specifically about the flu. I've spoken to them about the flu vaccination before and because my son has severe food allergies. He's allergic to egg and he's allergic to milk and I'd heard that you couldn't have the flu vaccination, if you've got an egg allergy. So I've spoken to, and he's got an allergy specialist team. So I've spoken to them quite extensively about it in the fall.","[{'Original_Text': 'I have done because, um but not specifically about the flu.', 'Code': 'Spoke to GP for Other Health Issues', 'Topic': 'Medical Consultation', 'Keywords': ['GP', 'Health Issues']}, {'Original_Text': ""I've spoken to them quite extensively about it in the fall"", 'Code': 'Spoke to GP in Fall', 'Topic': 'Medical Consultation during Flu Season', 'Keywords': ['GP', 'Flu Season']}]"
116,ts6_14,"Sure, yeah, that's a lot. Sounds nice and you are certainly not the first person I've talked to that has said that their kids like to squabble during lockdown. Seems to be a favorite of all the children. So can you tell me a little bit about what you know about the flu? Just sort of your first impressions like symptoms. Is it serious? is it a problem for children or a problem for adults? you know, anything you can kind of tell me about it.","Yeah, and I'm not very scientifically minded at all and but I know that the flu is a virus and that its seasonal. And that it has different symptoms and affects different people in different ways. I feel like is it something that can be quite serious for some people. And in like in my household definitely my son's got he's suffered from viral wheez. So he's been hospitalized a few times as a result of that. So we take quite seriously. Also, my husband and I both had an asthma. And so it's something where I've had the flu. A few times and I've been very unwell with it. And so yeah, we've got all these other people in the family who suffer from respiratory problems and and my mother in law's had the flu and it's developed into pneumonia for her as well. I think she's been quite ill with it. So yeah, it's something that can be quite bad.","[{'Original_Text': ""it's something that can be quite bad."", 'Code': 'Can Be Quite Bad', 'Topic': 'Flu Severity', 'Keywords': ['Flu Severity']}, {'Original_Text': ""And so yeah, we've got all these other people in the family who suffer from respiratory problems"", 'Code': 'Family Members Respiratory Illnesses', 'Topic': 'Family Health', 'Keywords': ['Family Respiratory', 'Illness']}]"
119,ts6_17,"Yeah, no, that's great. Um, so you mentioned that you have had the flu, a few times in the past. Um, do you know anyone have your children or do you know anyone whose children have had the flu?","No, actually. No, I don't. Now that you've said that I don't know of any kids that have actually had the flu.","[{'Original_Text': 'No', 'Code': 'No Flu-related Illnesses in Family', 'Topic': 'Illness History', 'Keywords': ['Flu', 'Illness History']}, {'Original_Text': 'No, actually', 'Code': 'No Flu-related Illnesses in Family', 'Topic': 'Illness History', 'Keywords': ['Flu', 'Illness History']}, {'Original_Text': ""I don't know of any kids that have actually had the flu."", 'Code': 'No Knowledge of Child Flu-related Illnesses', 'Topic': ""Child's Health"", 'Keywords': ['Child', 'Flu Experience']}]"
120,ts6_18,"Sure, absolutely. Um, so when you want to learn about a sickness, like the flu, even if it's just you know, like you want to learn symptoms or you want to learn, you know, what you can do to to help them get better when they have it. Where do you go to get that kind of information?",Ah the NHS website.,"[{'Original_Text': ""I'm not really like a really social person. I'm quite an antisocial person"", 'Code': ""I'm Antiscial Person"", 'Topic': 'Socialness', 'Keywords': ['Antiscial', 'Socialness']}]"
122,ts6_20,"Yeah, so if it was like, just general knowledge, you'd probably go online and if it was something more immediately concerning you would be inclined to 111. Is that kind of?",Yeah,"[{'Original_Text': 'Yeah', 'Code': ""I don't know which response to give"", 'Topic': ""Doesn't Exist"", 'Keywords': ['Keyword', 'Response']}]"
112,ts6_10,How old are they?,"Ah my little girls two, she's gonna turn three next month, and my little boys five.","[{'Original_Text': 'Ah my little girls two', 'Code': '2 Y', 'Topic': ""Participants' children"", 'Keywords': ['Two Year Old Child Key']}, {'Original_Text': ""she's gonna turn three next month"", 'Code': '2.5 Y', 'Topic': ""Participants' children"", 'Keywords': ['3 Year Old Child Key']}, {'Original_Text': 'and my little boys five', 'Code': '5 Y', 'Topic': ""Participants' children"", 'Keywords': ['5 Year Old Child Key']}]"
114,ts6_12,"Yeah, would be in reception, should be in reception, is in reception, its all kind of a gray area at this point.",Yeah.,"[{'Original_Text': 'This should be in reception', 'Code': 'Should Be in Reception', 'Topic': 'Reception Protocol', 'Keywords': ['Receptions', 'Expectations']}, {'Original_Text': ""It's all a gray area"", 'Code': 'Grey Area', 'Topic': 'Noisy Protocols', 'Keywords': ['Grey', 'Area']}]"
115,ts6_13,"That's great. So  what kind of things today like to do, how are they doing at home?","Well, they like to squabble a lot. Yeah, they are very imaginative, the two of them and they're like to come up with all sorts of like different role play type games that they create their own universe and run around and play in that, So, yeah, they're quite high energy, quite active like to be doing lots of things usually to get me to do a lot of those things.","[{'Original_Text': ""I'm not sure why they were like that I never really thought about that but I'm just happy that they're not constantly in front of screens"", 'Code': 'Happy with Non-Screen Time', 'Topic': 'Non Screen-Time', 'Keywords': ['Happiness', 'Non Screen Time']}, {'Original_Text': ""You know, I do understand a lot of people get up superduper early to watch programs. But we don't do that"", 'Code': 'No Early Morning Television', 'Topic': 'Television Viewing', 'Keywords': ['Early Morning', 'Television']}]"
117,ts6_15,"Yeah, yeah. So do you worry about your children getting the flu or is it something you think mostly like older people kind of worru about?","Ya know I, I do get concerned about my kids getting the flu and particularly if my daughter got it cause I know all her, she's not got a great immune system. And so, and I've, because I've had the flu myself a few times and I've been really unwell with it. Kind of aches, pains, and like all sorts of horrible, horrible symptoms, I really wouldn't want them to have it. And also, like being a parent, looking after an ill child is just no fun at all. So, yeah, so the reasons but I mean I know if they did get it, it's not, it's something that you know it's unlikely to actually kill them or anything like that. But it is something that could make quite unwell for that time. So, yeah.","[{'Original_Text': 'Ya know I, I do get concerned about my kids getting the flu', 'Code': 'Concerned about Child Getting Flu', 'Topic': 'Child Health', 'Keywords': []}]"
119,ts6_17,"Yeah, no, that's great. Um, so you mentioned that you have had the flu, a few times in the past. Um, do you know anyone have your children or do you know anyone whose children have had the flu?","No, actually. No, I don't. Now that you've said that I don't know of any kids that have actually had the flu.","[{'Original_Text': 'No, actually. No, I dont.', 'Code': 'No Knowledge of Flu', 'Topic': 'Flu Experience', 'Keywords': ['Flu', 'Experience']}]"
112,ts6_10,How old are they?,"Ah my little girls two, she's gonna turn three next month, and my little boys five.","[{'Original_Text': 'My little girls two', 'Code': '2 Years Old', 'Topic': 'Current Age', 'Keywords': ['Age']}]"
113,ts6_11,Very nice. So the five year old has started school?,"That's right, yeah. So it would have been, would be in, he's in reception. Yeah.","[{'Original_Text': ""It would have been, would be in, he's in reception."", 'Code': 'Year-old is Going to School', 'Topic': 'School Attendance', 'Keywords': ['School', 'Preschool Age']}, {'Original_Text': ""It would have been, would be in, he's in reception"", 'Code': 'In Reception', 'Topic': 'School Age', 'Keywords': ['School', 'Recieption Age']}]"
119,ts6_17,"Yeah, no, that's great. Um, so you mentioned that you have had the flu, a few times in the past. Um, do you know anyone have your children or do you know anyone whose children have had the flu?","No, actually. No, I don't. Now that you've said that I don't know of any kids that have actually had the flu.","[{'Original_Text': 'Um, do you know anyone have your children or do you know anyone whose children have had the flu?', 'Code': 'No One Sick with Flu', 'Topic': ""Children's Recent Flu Experience"", 'Keywords': ['Family', 'Flu Experience']}]"
112,ts6_10,How old are they?,"Ah my little girls two, she's gonna turn three next month, and my little boys five.","[{'Original_Text': ""Ah my little girls two, she's gonna turn three next month, and my little boys five"", 'Code': 'Child_Ages_2_Yrs_3_mths_5_Yrs', 'Topic': 'Parental Child Ages', 'Keywords': ['Ages']}]"
115,ts6_13,"That's great. So  what kind of things today like to do, how are they doing at home?","Well, they like to squabble a lot. Yeah, they are very imaginative, the two of them and they're like to come up with all sorts of like different role play type games that they create their own universe and run around and play in that, So, yeah, they're quite high energy, quite active like to be doing lots of things usually to get me to do a lot of those things.","[{'Original_Text': 'They like to squabble a lot', 'Code': 'Squabbling', 'Topic': 'Behaviour', 'Keywords': ['Behaviour', 'Fighting']}, {'Original_Text': 'They are very imaginative', 'Code': 'Imaginative', 'Topic': 'Personality', 'Keywords': ['Personality', 'Imagination']}, {'Original_Text': 'We create our own universe and run around and play in that', 'Code': 'Create Universe Roleplay', 'Topic': 'Activities', 'Keywords': ['Activities', 'Roleplay']}]"
119,ts6_17,"Yeah, no, that's great. Um, so you mentioned that you have had the flu, a few times in the past. Um, do you know anyone have your children or do you know anyone whose children have had the flu?","No, actually. No, I don't. Now that you've said that I don't know of any kids that have actually had the flu.","[{'Original_Text': 'No, actually', 'Code': 'No Family Sickness', 'Topic': 'Family Sickness', 'Keywords': ['Family', 'Experiences']}]"
120,ts6_18,"Sure, absolutely. Um, so when you want to learn about a sickness, like the flu, even if it's just you know, like you want to learn symptoms or you want to learn, you know, what you can do to to help them get better when they have it. Where do you go to get that kind of information?",Ah the NHS website.,"[{'Original_Text': 'The NHS website', 'Code': 'NHS is the Information Source', 'Topic': 'Information Source', 'Keywords': ['NHS', 'Website']}]"
112,ts6_10,How old are they?,"Ah my little girls two, she's gonna turn three next month, and my little boys five.","[{'Original_Text': 'My little girls two', 'Code': 'Child Age 2', 'Topic': 'Child Age', 'Keywords': ['Child', 'Age']}, {'Original_Text': ""Ah my little girls two, she's gonna turn three next month"", 'Code': 'Child Age 3', 'Topic': 'Child Age', 'Keywords': ['Child', 'Age']}, {'Original_Text': 'and my little boys five', 'Code': 'Child Age 5', 'Topic': 'Child Age', 'Keywords': ['Child', 'Age']}]"
113,ts6_11,Very nice. So the five year old has started school?,"That's right, yeah. So it would have been, would be in, he's in reception. Yeah.","[{'Original_Text': ""That's right, yeah."", 'Code': '5 Year Old', 'Topic': 'Age', 'Keywords': ['Child Age', 'Age']}]"
114,ts6_12,"Yeah, would be in reception, should be in reception, is in reception, its all kind of a gray area at this point.",Yeah.,"[{'Original_Text': 'Yeah.', 'Code': 'Yeah', 'Topic': 'yeah', 'Keywords': ['yeah']}]"
119,ts6_17,"Yeah, no, that's great. Um, so you mentioned that you have had the flu, a few times in the past. Um, do you know anyone have your children or do you know anyone whose children have had the flu?","No, actually. No, I don't. Now that you've said that I don't know of any kids that have actually had the flu.","[{'Original_Text': '(blank text)', 'Code': 'Flu Experience for Family/Friends', 'Topic': 'Health of Friends/Family', 'Keywords': ['Friends', 'Family', 'Influenza']}, {'Original_Text': ""Now that you've said that I don't know of any kids that have actually had the flu."", 'Code': 'No Contacts with Flu', 'Topic': 'Influenza Exposure', 'Keywords': ['No Contacts', 'Flu']}]"
122,ts6_20,"Yeah, so if it was like, just general knowledge, you'd probably go online and if it was something more immediately concerning you would be inclined to 111. Is that kind of?",Yeah,"[{'Original_Text': 'Yeah I would use 111', 'Code': '111 Service Use', 'Topic': '111', 'Keywords': ['111']}]"
123,ts6_21,"Have you ever talked to your child's GP about the flu, or to like any medical professional?","I have done because, um but not specifically about the flu. I've spoken to them about the flu vaccination before and because my son has severe food allergies. He's allergic to egg and he's allergic to milk and I'd heard that you couldn't have the flu vaccination, if you've got an egg allergy. So I've spoken to, and he's got an allergy specialist team. So I've spoken to them quite extensively about it in the fall.","[{'Original_Text': 'Not specifically about the flu.', 'Code': 'Not about Flu', 'Topic': 'Flu Vaccine', 'Keywords': ['Vaccine', 'Specific Flu']}, {'Original_Text': 'Before and because my son has severe food allergies', 'Code': 'Severe Allergic History', 'Topic': 'Food Allergy', 'Keywords': ['Allergy', 'Food']}, {'Original_Text': ""He's allergic to egg and he's allergic to milk"", 'Code': 'Specific Allergies to Egg and Milk', 'Topic': 'Allergy Symptoms', 'Keywords': ['Egg Allergy', 'Milk Allergy']}]"
124,ts6_22,Yeah. And how did that conversation go? Can you tell me a little more about that? Did seem to be knowledgeable about the subject it. Was it helpful to you or no?,"Yeah, and [Son]'s allergy  team at hospital are just like incredible people. And they know so much and I  have 100% confidence in what they were telling me. So they said that the information that we'd received to say that there was a, you know, that he couldn't have it because he couldn't have the vaccination because he has an egg allergy was wrong. So that's completely out of date and that the actual way that the flu vaccinations cultivated wouldn't actually, I think it's the way that it's extracted or something like I'm sorry I'm not very scientific minded. The actual protein that would cause an allergic reaction, there wouldn't be even any trace of it at all um, in the flu vaccination. So it was perfectly safe for him to have it from the allergy teams point of view. And that was really good, but it's almost, kind of every time a consent form or something like that comes around. It almost makes it like challenging for us toTo fill that in, we have to put kind of extra explanation. ""Yes he does have an egg allergy. But yes, it is safe for him to use it. And this information is out of date. And you need to contact his allergy team about it and here's the number""","[{'Original_Text': ""Yeah, and [Son]'s allergy"", 'Code': 'Sons Egg Allergy', 'Topic': ""Child's Egg Allergy"", 'Keywords': [""Egg', 'Allergy""]}, {'Original_Text': 'So it was perfectly safe for him to have it from the allergy teams point of view', 'Code': ""Consult Team's Professional Opinion"", 'Topic': 'Consult Expert Opinion', 'Keywords': ['Allergy Team', 'Guidance']}]"
112,ts6_10,How old are they?,"Ah my little girls two, she's gonna turn three next month, and my little boys five.","[{'Original_Text': ""Ah my little girls two, she's gonna turn three next month,"", 'Code': ""Child 1's Age"", 'Topic': 'Household Member Ages', 'Keywords': ['Child 1', 'Age']}, {'Original_Text': 'and my little boys five.', 'Code': ""Child 2's Age"", 'Topic': 'Household Member Ages', 'Keywords': ['Child 2', 'Age']}]"
113,ts6_11,Very nice. So the five year old has started school?,"That's right, yeah. So it would have been, would be in, he's in reception. Yeah.","[{'Original_Text': ""That's right, yeah."", 'Code': 'School Age', 'Topic': 'Age', 'Keywords': ['School Age', 'Age']}, {'Original_Text': 'So it would have been, would be in', 'Code': 'Current Grade', 'Topic': 'Grade', 'Keywords': ['School Grade', 'Grade']}, {'Original_Text': ""He's in reception."", 'Code': 'Current Grade', 'Topic': 'Grade', 'Keywords': ['Reception', 'Grade']}, {'Original_Text': 'Yeah.', 'Code': 'No Other Comment', 'Topic': 'Secondary', 'Keywords': []}]"
120,ts6_18,"Sure, absolutely. Um, so when you want to learn about a sickness, like the flu, even if it's just you know, like you want to learn symptoms or you want to learn, you know, what you can do to to help them get better when they have it. Where do you go to get that kind of information?",Ah the NHS website.,"[{'Original_Text': ""When you want to learn about a sickness, like the flu, even if it's just you know, like you want to learn symptoms or you want to learn, you know, what you can do to to help them get better when they have it."", 'Code': 'Seeking Info About Flu Symptoms', 'Topic': 'Information Source', 'Keywords': ['Symptoms', 'Information']}, {'Original_Text': 'Where do you go to get that kind of information?', 'Code': 'Information Source', 'Topic': 'Information Source', 'Keywords': ['Information', 'Source']}, {'Original_Text': 'The NHS website', 'Code': 'NHS Website Primary Source', 'Topic': 'Information Source', 'Keywords': ['NHS', 'Website']}]"
128,ts6_26,"Yeah, so that's interesting. So it's sort of like there's two, if I'm understanding correctly, like the there's two benefits. There's, you know, your child won't get sick, but also like a collective benefit almost responsibility to have them vaccinated to protect other people.",Yeah,"[{'Original_Text': 'Yeah', 'Code': 'Positive Confirmation', 'Topic': 'Confirmation', 'Keywords': ['Confirmation']}]"
132,ts6_30,"Yeah, but like so. So when you say mildly inconvenient. You mean like just getting just getting in, organizing it, arranging it?",Yeah.,"[{'Original_Text': 'Yeah.', 'Code': 'Convenience for Vaccine', 'Topic': 'Convenience of Vaccine', 'Keywords': ['Convenience', 'Vaccine']}, {'Original_Text': 'Yeah.', 'Code': 'Convenience for Vaccine', 'Topic': 'Convenience of Vaccine', 'Keywords': ['Convenience', 'Vaccine']}]"
138,ts6_36,"Yeah, it was a long time ago.","I know. I think it was around November. It was definitely and it wasn't October, I think it was, I think it was slipping around November time. We have like so many different things going on at that time as well because it's kind of between October and December when both of the children just start school at the same time there's like a million different things to do. I think was November.","[{'Original_Text': 'I know. I think it was around November.', 'Code': 'Around November', 'Topic': 'Time', 'Keywords': ['November', 'Date']}, {'Original_Text': ""We have like so many different things going on at that time as well because it's kind of between October and December when both of the children just start school at the same time there's like a million different things to do."", 'Code': 'Starting School in October', 'Topic': 'Time', 'Keywords': ['Starting school', 'October']}, {'Original_Text': 'I think was November.', 'Code': 'November', 'Topic': 'Time', 'Keywords': ['November', 'Date']}]"
139,ts6_37,"Yeah okay yeah that's that's great to know. Thank you. So we are coming up on the end here, my last few questions are just kind of general and they helped me learn on your thoughts about vaccination as a whole. So have your children received any other vaccinations, like the routine childhood vaccinations.","Yeah, they both received all of their routine and childhood vaccinations.","[{'Original_Text': 'Yeah, they both received all of their routine and childhood vaccinations.', 'Code': 'Routine and Childhood Vaccinations', 'Topic': ""Child's Vaccination Status"", 'Keywords': ['Vaccination', 'Routine']}]"
140,ts6_38,"Um, can you explain how you decided that they will receive those vaccinations? Like, was it something you researched, something you talk to your GP about, or was it something that you just said you know, you didn't really feel like you needed to learn about you just decided to kind of do it, you know, can you speak to that a little?","Yeah, I think it was. There was never any question. There was never any doubt that we would get them vaccinated. So I didn't do any research. I don't know if, when it, when I was little. When I was a little girl. I remember like when I was a child at school, I remember some, I remember people coming down with things like meningitis and like the other, with these other onditions that they're able to get vaccinated against and being severely ill and all. There's no way I'm having my kids suffer from any of these conditions, if I can avoid it. So they're definitely getting vaccinated.","[{'Original_Text': 'There was never any question. There was never any doubt that we would get them vaccinated.', 'Code': 'Always Going to Vaccinate', 'Topic': 'Vaccination Decision', 'Keywords': ['Vaccination', 'Vaccination Decision']}, {'Original_Text': ""I remember like when I was a little girl. When I was a child at school, I remember some, I remember people coming down with things like meningitis and like the other onditions that they're able to get vaccinated against and being severely ill and all. There's no way I'm having my kids suffer from any of these conditions, if I can avoid it. So they're definitely getting vaccinated."", 'Code': 'Child Suffering', 'Topic': 'Prevent Adverse Experience', 'Keywords': ['Meningitis', 'Illness', 'Suffers']}]"
142,ts6_40,And how did that work out? like how did you get that vaccine was it something that was offered through work or something you went to a pharmacy for?,"So it was something that was offered through work. So Newcastle University had signed up to some sort of partnership with boots chemist and and they were offering free vaccinations. So yeah, went in and got that.","[{'Original_Text': 'So it was something that was offered through work.', 'Code': 'Work Offered Flu Jabs', 'Topic': 'Flu Vaccine', 'Keywords': ['Work', 'Flu Jabs']}, {'Original_Text': 'So Newcastle University had signed up to some sort of partnership with boots chemist.', 'Code': 'Vaccinations Offered at Pharmacies', 'Topic': 'Medical Consultation', 'Keywords': ['Boots Chemist', 'Pharmacies']}, {'Original_Text': 'And they were offering free vaccinations. So yeah, went in and got that.', 'Code': 'Free Flu Vaccinations Taken', 'Topic': 'Flu Vaccine', 'Keywords': ['Free', 'Flu Jabs']}]"
133,ts6_31,"So when you talked to. You said you talked to the allergy specialist about the flu vaccine, what prompted you to start thinking about the vaccine? You mentioned a letter. It was that something that came from your GP or what, what, can you tell me a little more about that?","Yes, so we were invited in for the first time that we, I think, I cant remember but we got an invitation, invitation for my son to have the flu vaccine. And I think part of, I don't know if there's a medical form or something that you had to fill in and it mentioned about egg allergy. So that just I think that's what kind of led me to it. But I'm fairly confident our invitation for um, to get the vaccine came from the GP.","[{'Original_Text': ""And I think part of, I don't know if there's a medical form or something that you had to fill in and it mentioned about egg allergy. So that just I think that's what kind of led me to it. But I'm fairly confident our invitation for the flu vaccine came from the GP."", 'Code': 'Allergy form prompted vaccine inquiry', 'Topic': 'Vaccine Prompting', 'Keywords': ['Allergy Form', 'Prompt']}, {'Original_Text': ""And I think part of, I don't know if there's a medical form or something that you had to fill in and it mentioned about egg allergy."", 'Code': 'Vaccine and Egg Allergies Connection', 'Topic': 'Vaccine Connection', 'Keywords': ['Vaccine', 'Egg Allergy']}]"
134,ts6_32,"Yeah. Um, so, has your daughter been vaccinated as well, or just your son?","So if we're talking just about if we're talking about this season. So las, just maybe before Christmas time. My son was vaccinated in school as part of their school program that they run. And the letter that was referring to the just now, this time, was a form that we have fill in for the school. But my daughter was invited for a flu vaccine, but we haven't had her vaccinated.","[{'Original_Text': 'My son was vaccinated in school as part of their school program that they run.', 'Code': ""Child's Flu Vaccine at School"", 'Topic': 'Information Sources', 'Keywords': ['School', 'Participation (Yes)']}, {'Original_Text': 'But my daughter was invited for a flu vaccine,', 'Code': ""Child's Flu Vaccine Not Obtained"", 'Topic': 'Participation (No)', 'Keywords': ['Daughter', 'Participation (No)']}, {'Original_Text': ""But we haven't had her vaccinated."", 'Code': ""Child's Flu Vaccine Not Obtained"", 'Topic': 'Participation (No)', 'Keywords': ['Daughter', 'Participation (No)']}]"
137,ts6_35,"Yeah. And do you happen to know like what time of year it was, you know, can you guess it the month at all or no?",I think it might have been umm....,"[{'Original_Text': 'I think it might have been umm....', 'Code': 'Uncertain Month', 'Topic': 'Timeline', 'Keywords': ['month', 'when']}]"
130,ts6_28,"Mm hmm. So that sort of that interaction, knowing that there is someone who needed that protection, is sort of what made you start to value it?","Yeah, I mean, I would have always, I would have always given them vaccinations anyway. And just generally to kind of protect them from it and like, why would you not? Sorry, I just don't understand why you would ever not. but I hadn't thought, particularly if the benefit, for, in terms of him, potentially spreading it, I probably hadn't really thought about that as much until there was a little boy who's really unwell. You know, his mother was always sending us kind of messages to, like, ""please let us know if your child's coming down with any of these infectious diseases, or viruses or whatever, because you know it's going to put him in hospital for a long time."" So, yeah.","[{'Original_Text': 'Yeah, I mean, I would have always, I would have always given them vaccinations anyway.', 'Code': 'Always Vaccinated', 'Topic': 'Vaccination History', 'Keywords': ['Vaccination', 'History']}, {'Original_Text': 'And just generally to kind of protect them from it and like, why would you not?', 'Code': 'Justification for Vaccination', 'Topic': 'Value of Vaccination', 'Keywords': ['Value', 'Justification']}, {'Original_Text': ""Sorry, I just don't understand why you would ever not."", 'Code': 'No Understanding of Refusals', 'Topic': 'Understanding of Refusals', 'Keywords': ['Refusal', 'Value']}]"
134,ts6_32,"Yeah. Um, so, has your daughter been vaccinated as well, or just your son?","So if we're talking just about if we're talking about this season. So las, just maybe before Christmas time. My son was vaccinated in school as part of their school program that they run. And the letter that was referring to the just now, this time, was a form that we have fill in for the school. But my daughter was invited for a flu vaccine, but we haven't had her vaccinated.","[{'Original_Text': ""If we're talking about this season"", 'Code': 'Current Flu Season', 'Topic': 'Flu Season', 'Keywords': ['Season', 'Flu']}, {'Original_Text': 'So beforeChristmastime', 'Code': 'Before Christmas Time', 'Topic': 'Date Range', 'Keywords': ['Christmas', 'Date']}, {'Original_Text': 'My son was vaccinated in school as part of their school program that they run', 'Code': 'Son Vaccinated in School', 'Topic': 'Vaccination', 'Keywords': ['Son', 'School']}, {'Original_Text': ""But we haven't had her vaccinated"", 'Code': 'Daughter not yet Vaccinated', 'Topic': 'Vaccination', 'Keywords': ['Daughter', 'Vaccinate']}]"
139,ts6_37,"Yeah okay yeah that's that's great to know. Thank you. So we are coming up on the end here, my last few questions are just kind of general and they helped me learn on your thoughts about vaccination as a whole. So have your children received any other vaccinations, like the routine childhood vaccinations.","Yeah, they both received all of their routine and childhood vaccinations.","[{'Original_Text': 'Yeah, they both received all of their routine and childhood vaccinations.', 'Code': 'Received Vaccinations', 'Topic': ""Child's Vaccination"", 'Keywords': ['Routine Vaccination', 'Childhood Vaccination']}]"
142,ts6_40,And how did that work out? like how did you get that vaccine was it something that was offered through work or something you went to a pharmacy for?,"So it was something that was offered through work. So Newcastle University had signed up to some sort of partnership with boots chemist and and they were offering free vaccinations. So yeah, went in and got that.","[{'Original_Text': 'It was something that was offered through work.', 'Code': 'Workplace Offered', 'Topic': 'Vaccine Accessibility', 'Keywords': ['Work', 'Free']}, {'Original_Text': 'So Newcastle University had signed up to some sort of partnership with boots chemist', 'Code': 'Boot Chemist Part. With NU', 'Topic': 'Partnership', 'Keywords': ['Boots Chemist', 'Uni']}, {'Original_Text': 'And they were offering free vaccinations.', 'Code': 'Free Vaccinations', 'Topic': 'Accessibility', 'Keywords': ['Offered Free', 'Free Vaccinations']}, {'Original_Text': 'So yeah, went in and got that.', 'Code': 'Vaccine Acquisition', 'Topic': 'Acquisition', 'Keywords': ['Vaccine', 'Acquired']}]"
134,ts6_32,"Yeah. Um, so, has your daughter been vaccinated as well, or just your son?","So if we're talking just about if we're talking about this season. So las, just maybe before Christmas time. My son was vaccinated in school as part of their school program that they run. And the letter that was referring to the just now, this time, was a form that we have fill in for the school. But my daughter was invited for a flu vaccine, but we haven't had her vaccinated.","[{'Original_Text': ""So if we're talking just about this season. So last time, just maybe before Christmas time."", 'Code': 'Limited to Current Season', 'Topic': 'Vaccination Eligibility', 'Keywords': ['Season', 'Vaccine']}, {'Original_Text': 'The letter that was referring to the just now, this time, was a form that we have fill in for the school.', 'Code': 'Form to Fill for School', 'Topic': 'Vaccination Forms', 'Keywords': ['Form', 'School']}, {'Original_Text': ""My daughter was invited for a flu vaccine, but we haven't had her vaccinated."", 'Code': 'Family Member Invited, but not Vaccinated', 'Topic': 'Vaccination Eligibility', 'Keywords': ['Family Members', 'Vaccine Eligibility']}]"
137,ts6_35,"Yeah. And do you happen to know like what time of year it was, you know, can you guess it the month at all or no?",I think it might have been umm....,"[{'Original_Text': 'I think it might have been umm....', 'Code': ""Don't Know Month"", 'Topic': 'Flu Season', 'Keywords': ['Month', 'Time']}]"
139,ts6_37,"Yeah okay yeah that's that's great to know. Thank you. So we are coming up on the end here, my last few questions are just kind of general and they helped me learn on your thoughts about vaccination as a whole. So have your children received any other vaccinations, like the routine childhood vaccinations.","Yeah, they both received all of their routine and childhood vaccinations.","[{'Original_Text': 'Yeah, they both received all of their routine and childhood vaccinations.', 'Code': 'Received Routine and Childhood Vaccines', 'Topic': 'Vaccination Status', 'Keywords': ['Vaccination Status', 'Routine Vaccinations']}]"
142,ts6_40,And how did that work out? like how did you get that vaccine was it something that was offered through work or something you went to a pharmacy for?,"So it was something that was offered through work. So Newcastle University had signed up to some sort of partnership with boots chemist and and they were offering free vaccinations. So yeah, went in and got that.","[{'Original_Text': 'So it was something that was offered through work.', 'Code': 'Vaccination through Work', 'Topic': 'Flu Vaccination', 'Keywords': ['Vaccination', 'Work Based']}, {'Original_Text': 'So Newcastle University had signed up to some sort of partnership with boots chemist and and they were offering free vaccinations.', 'Code': 'Boots Partnership', 'Topic': 'Medical Service Partnership', 'Keywords': ['Boots', 'Service Partnership']}, {'Original_Text': 'So yeah, went in and got that.', 'Code': 'Get Vaccinated', 'Topic': 'Get Vaccinated', 'Keywords': ['Vaccination', 'Get Vaccinated']}]"
128,ts6_26,"Yeah, so that's interesting. So it's sort of like there's two, if I'm understanding correctly, like the there's two benefits. There's, you know, your child won't get sick, but also like a collective benefit almost responsibility to have them vaccinated to protect other people.",Yeah,"[{'Original_Text': ""It's sort of like there's two, if I'm understanding correctly, like the there's two benefits."", 'Code': 'Two Reasons', 'Topic': 'Reasons to Vaccinate', 'Keywords': ['Benefit', 'Collective Benefit']}, {'Original_Text': ""Your child won't get sick, but also like a collective benefit almost responsibility to have them vaccinated to protect other people."", 'Code': 'Prevent Child Getting Sick and Protect Others', 'Topic': 'Preventative Benefit', 'Keywords': ['Prevent', 'Protect', 'Others', 'Responsibility']}]"
137,ts6_35,"Yeah. And do you happen to know like what time of year it was, you know, can you guess it the month at all or no?",I think it might have been umm....,"[{'Original_Text': 'I think it might have been', 'Code': 'Possible Timeline - Might Be', 'Topic': 'Timeline', 'Keywords': ['Timeline', 'Might Be']}]"
