row,id,prompt,answer,label_json
28,ts9_28,"Have you. So have your, your four year old children have they received the flu vaccine this year?","Not in 2020 but they did get it, at the backend of, well it would have been last year now wouldn't it? But it would have been the back end of 2019.","[{'Original_Text': 'Not in 2020 but they did get it', 'Code': 'Not Received Vaccine 2020', 'Topic': 'Vaccine Experience', 'Keywords': ['Vaccine', '2020']}, {'Original_Text': ""At the backend of, well it would have been last year now wouldn't it? But it would have been the back end of 2019."", 'Code': 'Received Vaccine 2019', 'Topic': 'Vaccine Experience', 'Keywords': ['Vaccine', '2019']}]"
30,ts9_30,"Yeah. And did you when they got the vaccine. Did you talk to their GP or like any, you know, nurses, about the vaccine at that time, or did you not have any--","I personally was at sea, so it was my wife that took them for it.","[{'Original_Text': 'Personally I was at sea,', 'Code': 'Parents: Not at Home and Unable to Consult Physician', 'Topic': ""Child's Parents Health"", 'Keywords': ['Present', 'Consultation', 'Unavailable']}, {'Original_Text': 'so it was my wife that took them for it.', 'Code': 'Parents: Wife Took Child to Healthcare Professional', 'Topic': 'Parents', 'Keywords': ['Wife', 'Physician']}]"
31,ts9_31,"Okay. Well, that makes that easy. Do you remember if there were any concerns about like anything that you needed to talk that she needed to talk to the GP about at the time?","No, there was no concerns. My wife is a PhD. So she does, she's a research scientist. She did a lot of research, previous to any a vaccine that my kids get anyway. And she was more than happy and by that and so am I.","[{'Original_Text': ""My wife is a PhD. So she does, she's a research scientist. She did a lot of research, previous to any a vaccine that my kids get anyway."", 'Code': 'Personal Research', 'Topic': 'Vaccination Education', 'Keywords': ['Research', 'Prior Research']}, {'Original_Text': 'She was more than happy and by that and so am I.', 'Code': 'Vaccination Acceptance', 'Topic': 'Vaccination', 'Keywords': ['Acceptance', 'Vaccination Decision']}, {'Original_Text': 'There was no concerns', 'Code': 'No Concerns', 'Topic': 'Concerns', 'Keywords': ['Concerns', 'No Concerns']}]"
32,ts9_32,"Yeah. So you were, so it sounds like what you're saying is your wife had done a lot of research and sort of you trusted her research into it and agreed with that conclusions?",Yeah.,"[{'Original_Text': ""So it sounds like what you're saying is your wife had done a lot of research and sort of you trusted her research into it and agreed with that conclusions?"", 'Code': 'Trust Wife Research', 'Topic': 'Knowledge Sources', 'Keywords': ['Trust', 'Research']}, {'Original_Text': 'Yeah.', 'Code': 'No Further Elaboration', 'Topic': 'Additional Comments', 'Keywords': ['Additional']}]"
18,ts9_18,"Yeah, absolutely. So have any of your children ever gotten the flu before? Do you know anyone whose children have gotten the flu?","Uh no, I don't know of anyone’s children. Certainly not any of mine.","[{'Original_Text': 'Uh, no', 'Code': 'No Knowledge', 'Topic': 'Social Knowledge', 'Keywords': ['None', 'Children']}, {'Original_Text': 'I know of anyone’s children', 'Code': 'No Knowledge', 'Topic': 'Social Knowledge', 'Keywords': ['No', 'Children']}, {'Original_Text': 'Certainly not any of mine.', 'Code': 'No Knowledge', 'Topic': 'Social Knowledge', 'Keywords': ['No', 'Children']}]"
19,ts9_19,"Yeah. Um, so if you want to learn more about a sickness, like the flu, where would you go to get that information as far as like symptoms treatment options, you know, any thing.","Me personally I'd probably go to the NHS website which obviously in the UK is the authority. But then there are others the CDC in America website has details, the WHO has quite a lot of information on there as well just as a general list of what the symptoms around the world are.","[{'Original_Text': ""Me personally I'd probably go to the NHS website which obviously in the UK is the authority"", 'Code': 'Go to NHS Website for Authority', 'Topic': 'Information Sources', 'Keywords': ['NHS Website', 'Authority']}, {'Original_Text': 'But then there are others the CDC in America website has details, the WHO has quite a lot of information on there as well just as a general list of what the symptoms around the world are', 'Code': 'Consider Other Websites for Symptoms', 'Topic': 'Information Sources', 'Keywords': ['CDC', 'WHO', 'Symptoms']}]"
21,ts9_21,"Yeah. Um, have you ever talked to a medical professional about the flu like maybe your children's, one of your kids' GP or like a health visitor or just any other you know medical professional?","Not about flu specifically in children, but about myself I have, yeah.","[{'Original_Text': 'Not about flu specifically', 'Code': 'No Flu Discussion', 'Topic': 'Previous Medical Discussion', 'Keywords': ['Flu', 'Medical Discussion']}, {'Original_Text': 'But about myself I have', 'Code': 'Discussed Flu for Self', 'Topic': 'Previous Medical Discussion', 'Keywords': ['Flu']}, {'Original_Text': 'I have', 'Code': 'Yes, Previously Discussed', 'Topic': 'Previous Medical Discussion', 'Keywords': ['Medical Discussion']}]"
22,ts9_22,"Oh okay, was it because you were ill?","Yeah, yeah, I had the flu.","[{'Input': 'Yeah, yeah, I had the flu.', 'Code': 'Flu Experience', 'Topic': 'Illness Experience', 'Keywords': ['Flu', 'Illness', 'Experience']}]"
24,ts9_24,"Yeah, absolutely. So the, it seems like the main benefit for you. It would just be, you know, that way the kids can't get sick right?","Yeah, yeah, yeah, pretty straightforward.","[{'Original_Text': 'Yeah, yeah, yeah, pretty straightforward', 'Code': 'Simplicity', 'Topic': 'Benefits', 'Keywords': ['Simple']}, {'Original_Text': ""It seems like the main benefit for you. It would just be, you know, that way the kids can't get sick right?"", 'Code': 'Avoiding Child Illness', 'Topic': 'Flu Avoidance', 'Keywords': ['Illness', 'Avoidance']}]"
26,ts9_26,"Yeah, so pretty, pretty easy. Like you said, pretty straightforward. So if you want to learn more about a vaccine, like whether it is something that would be beneficial for your children, whether it's something that's recommended for them. Where would you go to get that information?","Uh the WHO. Well, I would use google in the UK to find out who was creating the vaccine and then I would go to that website and find out more information on their website.","[{'Original_Text': ""So if you want to learn more about a vaccine, like whether it is something that would Be beneficial for your children, whether it's something that's recommended for them."", 'Code': 'Learn About Vaccine', 'Topic': 'Vaccine', 'Keywords': ['Learn', 'Information']}, {'Original_Text': 'I would use google', 'Code': 'Google', 'Topic': 'Information Source', 'Keywords': ['Information Source', 'Google']}, {'Original_Text': 'I would go to that website and find out more information on their website.', 'Code': 'Visit Vaccine Company Website', 'Topic': 'Website', 'Keywords': ['Visit', 'Website']}]"
27,ts9_27,"Okay, so you'd actually look for the the vaccine manufacturers information about that it?","Yeah, yeah.","[{'Original_Text': ""Okay, so you'd actually look for the the vaccine manufacturers information about that it?"", 'Code': 'Vaccine Manufacturer Information Search', 'Topic': 'Information Source', 'Keywords': ['Manufacturer Information', 'Information Source']}, {'Original_Text': 'Yeah, yeah.', 'Code': 'Vaccine Manufacturer Information Search', 'Topic': 'Information Source', 'Keywords': ['Manufacturer Information', 'Information Source']}]"
28,ts9_28,"Have you. So have your, your four year old children have they received the flu vaccine this year?","Not in 2020 but they did get it, at the backend of, well it would have been last year now wouldn't it? But it would have been the back end of 2019.","[{'Original_Text': 'Not in 2020 but they did get it', 'Code': 'Vaccine Rejection 2020', 'Topic': 'Vaccine Availability', 'Keywords': ['Vaccine Rejection', 'Year', '2020']}, {'Original_Text': ""At the backend of, well it would have been last year now wouldn't it?"", 'Code': 'Late Vaccine', 'Topic': 'Vaccine Availability', 'Keywords': ['Vaccine', 'Availability']}, {'Original_Text': 'But it would have been the back end of 2019', 'Code': 'Vaccine Availability 2019', 'Topic': 'Vaccine Availability', 'Keywords': ['Vaccine', 'Availability', 'Year', '2019']}]"
29,ts9_29,"Yeah, in like the autumn of 2019.",Yeah.,"[{'Original_Text': 'in like the autumn of 2019.', 'Code': 'Flu Season', 'Topic': 'Timeframe', 'Keywords': ['Timeframe', 'Autumn']}, {'Original_Text': '', 'Code': '', 'Topic': '', 'Keywords': []}, {'Original_Text': '', 'Code': '', 'Topic': '', 'Keywords': []}]"
30,ts9_30,"Yeah. And did you when they got the vaccine. Did you talk to their GP or like any, you know, nurses, about the vaccine at that time, or did you not have any--","I personally was at sea, so it was my wife that took them for it.","[{'Original_Text': 'I personally was at sea', 'Code': 'Personal', 'Topic': 'Who Took Vaccine', 'Keywords': ['Person', 'Sea']}, {'Original_Text': 'So it was my wife that took them for it', 'Code': 'Wife', 'Topic': 'Who Took Vaccine', 'Keywords': ['Wife', 'Person']}, {'Original_Text': 'I personally was at sea', 'Code': 'Sea', 'Topic': 'Location', 'Keywords': ['Sea', 'Place']}]"
31,ts9_31,"Okay. Well, that makes that easy. Do you remember if there were any concerns about like anything that you needed to talk that she needed to talk to the GP about at the time?","No, there was no concerns. My wife is a PhD. So she does, she's a research scientist. She did a lot of research, previous to any a vaccine that my kids get anyway. And she was more than happy and by that and so am I.","[{'Original_Text': 'No, there was no concerns.', 'Code': 'No Concerns', 'Topic': 'Parent Perceptions of Risk', 'Keywords': []}, {'Original_Text': 'My wife is a PhD.', 'Code': 'Parent Education', 'Topic': 'Parent Education', 'Keywords': []}, {'Original_Text': 'She also does a lot of research, previous to any a vaccine that my kids get anyway.', 'Code': 'Research of Vaccine', 'Topic': 'Vaccine Information Source', 'Keywords': []}, {'Original_Text': 'She was more than happy and by that and so am I.', 'Code': 'Parental Comfort with Vaccine', 'Topic': 'Vaccination Acceptance', 'Keywords': []}]"
32,ts9_32,"Yeah. So you were, so it sounds like what you're saying is your wife had done a lot of research and sort of you trusted her research into it and agreed with that conclusions?",Yeah.,"[{'Original_Text': ""So it sounds like what you're saying is your wife had done a lot of research"", 'Code': '', 'Topic': '', 'Keywords': []}]"
19,ts9_19,"Yeah. Um, so if you want to learn more about a sickness, like the flu, where would you go to get that information as far as like symptoms treatment options, you know, any thing.","Me personally I'd probably go to the NHS website which obviously in the UK is the authority. But then there are others the CDC in America website has details, the WHO has quite a lot of information on there as well just as a general list of what the symptoms around the world are.","[{'Original_Text': ""Me personally I'd probably go to the NHS website which obviously in the UK is the authority."", 'Code': 'NHS Website Authority', 'Topic': 'Primary Source for Info', 'Keywords': ['NHS Website', 'Authority']}, {'Original_Text': 'There are others the CDC in America website has details, the WHO has quite a lot of information on there as well just as a general list of what the symptoms around the world are.', 'Code': 'WHO as Authority', 'Topic': 'Authority for World Info', 'Keywords': ['WHO', 'Authority']}, {'Original_Text': 'But then there are others', 'Code': 'Consideration of Multiple Sources', 'Topic': 'Information Sources', 'Keywords': ['Information Sources']}]"
20,ts9_20,Yeah. So you would start with the NHS but then kind of move on to some of those other like health authority kind of websites.,"Yeah, I like to try, rather than just having a single approach to have a more general, sometimes some of the smaller symptoms may not always be listed on one website, they just kind of get buried.","[{'Original_Text': 'I like to try, rather than just having a single approach to have a more general', 'Code': 'All Approaches are Useful', 'Topic': 'Healthcare Approach', 'Keywords': ['All Approaches', 'More General']}, {'Original_Text': 'sometimes some of the smaller symptoms may not always be listed on one website', 'Code': 'All Approaches Necessary', 'Topic': 'Symptom Information', 'Keywords': ['All Websites', 'Symptom Info.', 'Listing', 'Symptom Info']}, {'Original_Text': 'they just kind of get buried.', 'Code': 'Small Symptoms can be Missed', 'Topic': 'Symptom Detection', 'Keywords': ['Small Symptoms', 'Detection']}]"
21,ts9_21,"Yeah. Um, have you ever talked to a medical professional about the flu like maybe your children's, one of your kids' GP or like a health visitor or just any other you know medical professional?","Not about flu specifically in children, but about myself I have, yeah.","[{'Original_Text': 'Not about flu specifically in children, but about myself I have', 'Code': 'Talked to GP about Flu', 'Topic': 'Past GP Interactions', 'Keywords': ['GP', 'Flu']}]"
22,ts9_22,"Oh okay, was it because you were ill?","Yeah, yeah, I had the flu.","[{'Original_Text': 'Yes, I had the flu', 'Code': 'Illness Experience', 'Topic': ""Child's Health"", 'Keywords': ['Flu', 'Symptoms']}]"
24,ts9_24,"Yeah, absolutely. So the, it seems like the main benefit for you. It would just be, you know, that way the kids can't get sick right?","Yeah, yeah, yeah, pretty straightforward.","[{'Original_text': 'Yeah, yeah, yeah, pretty straightforward.', 'Code': 'Vaccines prevent illness', 'Topic': 'Vaccines', 'Keywords': ['prevent', 'illness']}]"
25,ts9_25,"Yeah. Um, so, do you think there are downsides of getting the flu vaccine and that can be, when I say downsides here, I don't just mean side effects. I mean, like, uou know,  maybe it's inconvenient, maybe it takes a really long time you know any downsides you can think of at all.","No I don't see any down sides for children in the UK. It's free. It's obviously just the nasal, nasal spray. So there's no inconvenience there. Kids wine afterwards a bit, you know someone’s sticking something up their nose, but aside from that, no there's no, no, no side effects anything I'd worry about or anything like that. So no real downsides","[{'Original_Text': ""No I don't see any down sides for children in the UK"", 'Code': 'No Downsides for Children', 'Topic': 'Vaccination Downsides', 'Keywords': ['Children', 'UK']}, {'Original_Text': ""It's free. It's obviously just the nasal, nasal spray"", 'Code': 'Free Nasal Spray', 'Topic': 'Physical Costs', 'Keywords': ['Nasal Spray']}, {'Original_Text': 'Kids wine afterwards a bit, you know someone’s sticking something up their nose', 'Code': 'Nasal Spray Discomfort', 'Topic': 'Social Costs', 'Keywords': ['Nasal Spray', 'Child Discomfort']}]"
26,ts9_26,"Yeah, so pretty, pretty easy. Like you said, pretty straightforward. So if you want to learn more about a vaccine, like whether it is something that would be beneficial for your children, whether it's something that's recommended for them. Where would you go to get that information?","Uh the WHO. Well, I would use google in the UK to find out who was creating the vaccine and then I would go to that website and find out more information on their website.","[{'Original_Text': 'I would use google', 'Code': 'Online Search', 'Topic': 'Information Source', 'Keywords': ['Online Search', 'Google Search']}, {'Original_Text': 'to find out who was creating the vaccine', 'Code': 'Determine Vaccine Source', 'Topic': 'Determine Vaccine Origination', 'Keywords': ['Vaccine Source', 'Creation']}, {'Original_Text': 'and then I would go to that website and find out more information on their website.', 'Code': 'Visit Manufacturer Website', 'Topic': 'Visit Manufacturer Site', 'Keywords': ['Website', 'Visit']}, {'Original_Text': 'The WHO', 'Code': 'WHO Source', 'Topic': 'Information Source', 'Keywords': ['WHO', 'Information Source']}]"
27,ts9_27,"Okay, so you'd actually look for the the vaccine manufacturers information about that it?","Yeah, yeah.","[{'Original_Text': 'Yeah, yeah.', 'Code': '<MISSING>', 'Topic': '<MISSING>', 'Keywords': '<MISSING>', 'label': 'None'}]"
28,ts9_28,"Have you. So have your, your four year old children have they received the flu vaccine this year?","Not in 2020 but they did get it, at the backend of, well it would have been last year now wouldn't it? But it would have been the back end of 2019.","[{'Original_Text': 'Not in 2020', 'Code': 'No Flu Vaccine 2020', 'Topic': ""Child's Vaccine Status"", 'Keywords': ['Flu Vaccine', '2020']}, {'Original_Text': 'They did get it, at the backend of', 'Code': 'Got Flu Vaccine 2019', 'Topic': ""Child's Vaccine Status"", 'Keywords': ['Flu Vaccine', '2019']}, {'Original_Text': ""Well it would have been last year now wouldn't it?"", 'Code': 'This Year', 'Topic': 'Refers to Current Time', 'Keywords': ['Year']}]"
29,ts9_29,"Yeah, in like the autumn of 2019.",Yeah.,"[{'Original_Text': 'Yeah', 'Code': 'Yes_No', 'Topic': 'Answering Interviewer', 'Keywords': ['Confirm', 'Informative']}, {'Original_Text': 'in like the autumn of 2019.', 'Code': '2019', 'Topic': 'Timeframe', 'Keywords': ['Year', 'Date']}]"
32,ts9_32,"Yeah. So you were, so it sounds like what you're saying is your wife had done a lot of research and sort of you trusted her research into it and agreed with that conclusions?",Yeah.,"[{'Original_Text': 'Your wife had done a lot of research and the conclusions?', 'Code': 'Research on Symptoms', 'Topic': 'Symptoms', 'Keywords': ['Flu Symptoms', 'Research']}, {'Original_Text': 'She was saying all of that stuff.', 'Code': 'Agreeing with Wives Research', 'Topic': 'Flu Facts', 'Keywords': ['Facts', 'Belief']}]"
18,ts9_18,"Yeah, absolutely. So have any of your children ever gotten the flu before? Do you know anyone whose children have gotten the flu?","Uh no, I don't know of anyone’s children. Certainly not any of mine.","[{'Original_Text': ""No, I don't know of anyone’s children"", 'Code': '', 'Topic': '', 'Keywords': []}, {'Original_Text': 'Certainly not any of mine.', 'Code': '', 'Topic': '', 'Keywords': []}]"
20,ts9_20,Yeah. So you would start with the NHS but then kind of move on to some of those other like health authority kind of websites.,"Yeah, I like to try, rather than just having a single approach to have a more general, sometimes some of the smaller symptoms may not always be listed on one website, they just kind of get buried.","[{'Original_Text': 'Yeah, I like to try, rather than just having a single approach to have a more general, sometimes', 'Code': 'General Symptom Approach', 'Topic': 'General vs Specific', 'Keywords': ['Symptoms', 'General']}, {'Original_Text': 'some of the smaller symptoms may not always be listed on one website,', 'Code': 'Smaller Symptoms Not Mentioned', 'Topic': 'Symptom Information', 'Keywords': ['Symptom', 'Information']}, {'Original_Text': 'they just kind of get buried.', 'Code': 'Symptoms Buried', 'Topic': 'Symptom Information', 'Keywords': ['Symptom', 'Information']}]"
22,ts9_22,"Oh okay, was it because you were ill?","Yeah, yeah, I had the flu.","[{'Original_Text': 'Yeah, yeah, I had the flu.', 'Code': 'Flu Sickness', 'Topic': 'Illness History', 'Keywords': ['Flu', 'Sickness History']}]"
24,ts9_24,"Yeah, absolutely. So the, it seems like the main benefit for you. It would just be, you know, that way the kids can't get sick right?","Yeah, yeah, yeah, pretty straightforward.","[{'Original_Text': 'Yeah, pretty straightforward', 'Code': 'Simple Benefit', 'Topic': 'Vaccine Benefits', 'Keywords': ['Benefit List', 'Benefits', 'Vaccine Benefits']}, {'Original_Text': 'Yeah, yeah, yeah, pretty straightforward', 'Code': 'Vaccine Benefits', 'Topic': 'Vaccine Benefits', 'Keywords': ['Benefit List', 'Benefits', 'Vaccine Benefits']}]"
27,ts9_27,"Okay, so you'd actually look for the the vaccine manufacturers information about that it?","Yeah, yeah.","[{'Original_Text': 'Yeah, yeah.', 'Code': 'Yes to Vaccine Info', 'Topic': 'Seeking Vaccine Information', 'Keywords': ['Vaccine', 'Information']}]"
29,ts9_29,"Yeah, in like the autumn of 2019.",Yeah.,"[{'Original Text': 'In like the Autumn of 2019', 'Code': 'Date of Contact', 'Topic': ""Child's Health"", 'Keywords': ['Time']}, {'Original Text': 'Yeah.', 'Code': 'Yes or No Response', 'Topic': 'Respondent Attitude', 'Keywords': ['Yes', 'No']}]"
30,ts9_30,"Yeah. And did you when they got the vaccine. Did you talk to their GP or like any, you know, nurses, about the vaccine at that time, or did you not have any--","I personally was at sea, so it was my wife that took them for it.","[{'Original_Text': 'I personally was at sea, so it was my wife that took them for it.', 'Code': 'Wife Administered', 'Topic': 'Who Administers', 'Keywords': ['Wife', 'Administration']}]"
31,ts9_31,"Okay. Well, that makes that easy. Do you remember if there were any concerns about like anything that you needed to talk that she needed to talk to the GP about at the time?","No, there was no concerns. My wife is a PhD. So she does, she's a research scientist. She did a lot of research, previous to any a vaccine that my kids get anyway. And she was more than happy and by that and so am I.","[{'Original_Text': ""Now she did, she's a research scientist"", 'Code': 'Medical Background', 'Topic': 'Health History', 'Keywords': ['Medical', 'Experience']}, {'Original_Text': 'She did a lot of research previous to any a vaccine that my kids get anyway.', 'Code': 'Research on Vacccines', 'Topic': 'Health Research', 'Keywords': ['Research', 'Vaccinatioins']}]"
32,ts9_32,"Yeah. So you were, so it sounds like what you're saying is your wife had done a lot of research and sort of you trusted her research into it and agreed with that conclusions?",Yeah.,"[{'Original_Text': 'Yeah.', 'Code': 'Unsure', 'Topic': 'Unsure', 'Keywords': ['Unsure', 'N/A']}]"
18,ts9_18,"Yeah, absolutely. So have any of your children ever gotten the flu before? Do you know anyone whose children have gotten the flu?","Uh no, I don't know of anyone’s children. Certainly not any of mine.","[{'Original_Text': ""Uh no, I don't know of anyone’s children"", 'Code': 'No Knowledge of Children with Flu', 'Topic': 'Social Knowledge', 'Keywords': ['Children', 'Flu Experience']}, {'Original_Text': 'Certainly not any of mine.', 'Code': 'None of Children have Had Flu', 'Topic': 'Child’s Health', 'Keywords': ['My Children', 'Flu Experience']}]"
22,ts9_22,"Oh okay, was it because you were ill?","Yeah, yeah, I had the flu.","[{'Original_Text': 'Yeah, yeah, I had the flu.', 'Code': 'Flu', 'Topic': 'Illness Identity', 'Keywords': ['Flu', 'Illness']}]"
27,ts9_27,"Okay, so you'd actually look for the the vaccine manufacturers information about that it?","Yeah, yeah.","[{'Original_Text': 'Yeah, yeah.', 'Code': '', 'Topic': '', 'Keywords': []}]"
29,ts9_29,"Yeah, in like the autumn of 2019.",Yeah.,"[{'Original_Text': 'Yeah', 'Code': 'Confirmed', 'Topic': 'Autumn 2019', 'Keywords': ['2019', 'Autumn']}]"
30,ts9_30,"Yeah. And did you when they got the vaccine. Did you talk to their GP or like any, you know, nurses, about the vaccine at that time, or did you not have any--","I personally was at sea, so it was my wife that took them for it.","[{'Original_Text': 'I talked to their GP or like any, you know, nurses, about the vaccine at that time, or did you not have any--', 'Code': 'Asked GP about Flu Vaccine', 'Topic': 'Health Provider Interaction', 'Keywords': ['GP', 'Vaccine', 'Nurse']}, {'Original_Text': 'It was my wife that took them for it.', 'Code': 'Wife Administered Vaccine', 'Topic': 'Administration Responsibility', 'Keywords': ['Father', 'Mother']}]"
32,ts9_32,"Yeah. So you were, so it sounds like what you're saying is your wife had done a lot of research and sort of you trusted her research into it and agreed with that conclusions?",Yeah.,"[{'Original_Text': 'Yeah', 'Code': 'Yes', 'Topic': 'Decision-Making', 'Keywords': ['Trust', 'Decision']}, {'Original_Text': '', 'Code': 'N/A', 'Topic': 'N/A', 'Keywords': ''}, {'Original_Text': '', 'Code': 'N/A', 'Topic': 'N/A', 'Keywords': ''}, {'Original_Text': '', 'Code': 'N/A', 'Topic': 'N/A', 'Keywords': ''}]"
20,ts9_20,Yeah. So you would start with the NHS but then kind of move on to some of those other like health authority kind of websites.,"Yeah, I like to try, rather than just having a single approach to have a more general, sometimes some of the smaller symptoms may not always be listed on one website, they just kind of get buried.","[{'Original_Text': 'Yeah, I like to try, rather than just having a single approach to have a more general', 'Code': 'Investigative Approach', 'Topic': 'Search Strategy', 'Keywords': ['Approach', 'General']}]"
21,ts9_21,"Yeah. Um, have you ever talked to a medical professional about the flu like maybe your children's, one of your kids' GP or like a health visitor or just any other you know medical professional?","Not about flu specifically in children, but about myself I have, yeah.","[{'Original_Text': 'Not about flu specifically in children, but about myself I have', 'Code': 'Only Self Experience', 'Topic': 'Interviewee Experience', 'Keywords': ['Self', 'Child']}, {'Original_Text': 'Yeah', 'Code': 'No Answer Information', 'Topic': 'None', 'Keywords': ['None']}, {'Original_Text': 'Not about flu specifically in children', 'Code': 'No Experience With Others', 'Topic': 'Experience with Others', 'Keywords': ['Child', 'Experience', 'Flu']}, {'Original_Text': 'but about myself', 'Code': 'Experience with Self', 'Topic': 'Experience with Others', 'Keywords': ['Experience', 'Self']}]"
22,ts9_22,"Oh okay, was it because you were ill?","Yeah, yeah, I had the flu.","[{'Code': 'Symptoms', 'Topic': ""Child's Health"", 'Keywords': ['Symptoms', 'Health']}, {'Code': 'Illness', 'Topic': ""Child's Health "", 'Keywords': ['Illness', 'Health', 'Flu']}, {'Code': 'Flu', 'Topic': 'Illness Description', 'Keywords': ['Flu', 'Severe Illness', 'Virus']}]"
26,ts9_26,"Yeah, so pretty, pretty easy. Like you said, pretty straightforward. So if you want to learn more about a vaccine, like whether it is something that would be beneficial for your children, whether it's something that's recommended for them. Where would you go to get that information?","Uh the WHO. Well, I would use google in the UK to find out who was creating the vaccine and then I would go to that website and find out more information on their website.","[{'Original_Text': 'Well I would use google in the UK to find out who was creating the vaccine and then I would go to that website and find out more information on their website.', 'Code': 'Visit Manufacurer Site', 'Topic': 'Vaccine Information', 'Keywords': ['Google', 'Vaccine Manufacurer', 'Visit Site']}]"
27,ts9_27,"Okay, so you'd actually look for the the vaccine manufacturers information about that it?","Yeah, yeah.","[{'Original_Text': 'Yeah, yeah.', 'Code': 'Vaccine Information', 'Topic': 'Vaccine Research', 'Keywords': ['Vaccine Information', 'Flu Research']}]"
29,ts9_29,"Yeah, in like the autumn of 2019.",Yeah.,"[{'Original_Text': 'Yeah, in like the autumn of 2019.', 'Code': '', 'Topic': '', 'Keywords': ['Date', 'Autumn', '2019']}]"
30,ts9_30,"Yeah. And did you when they got the vaccine. Did you talk to their GP or like any, you know, nurses, about the vaccine at that time, or did you not have any--","I personally was at sea, so it was my wife that took them for it.","[{'Original-Text': 'I personally was at sea', 'Code': 'No Info from Doctor', 'Topic': 'Source of Vaccine Information', 'Keywords': ['Doctor']}]"
31,ts9_31,"Okay. Well, that makes that easy. Do you remember if there were any concerns about like anything that you needed to talk that she needed to talk to the GP about at the time?","No, there was no concerns. My wife is a PhD. So she does, she's a research scientist. She did a lot of research, previous to any a vaccine that my kids get anyway. And she was more than happy and by that and so am I.","[{'Original_Text': ""My wife is a PhD. So she does, she's a research scientist."", 'Code': ""Interviewee's Knowledge regarding Vaccines"", 'Topic': ""Interviewee's Knowledge"", 'Keywords': ['Vaccines', 'Parent Education']}, {'Original_Text': 'She did a lot of research, previous to any a vaccine', 'Code': ""Interviewee's Research"", 'Topic': ""Interviewee's Research/Knowledge"", 'Keywords': ['Research', 'Vaccines']}, {'Original_Text': 'And she was more than happy and by that and so am I.', 'Code': ""Parent's are Happy with Vaccines"", 'Topic': 'Vaccines', 'Keywords': ['Happiness', 'Parenting']}]"
32,ts9_32,"Yeah. So you were, so it sounds like what you're saying is your wife had done a lot of research and sort of you trusted her research into it and agreed with that conclusions?",Yeah.,"[{'Original_Text': 'Yeah.', 'Code': ""Trust Wife's Research"", 'Topic': 'Trust', 'Keywords': ['Trust', 'Wife Research']}]"
33,ts9_33,"So how important was it to you that your children would be vaccinated for the flu. Is it something that as soon as you, you know, weren't they were eligible, you were making an appointment or was it something that was more like, Well, you know. We'll see.","I'd put it up there as pretty important because obviously nobody wants to see their kids sick with anything. And again, you know, just, by building antibodies throughout childhood it helps them going forward.","[{'Original_Text': ""No. So just making them aware of that. And just being cautious in general. It's always good to try and build up those antibodies early."", 'Code': 'Immunization Importance', 'Topic': 'Flu Immunization', 'Keywords': ['Antibodies', 'Immunization']}, {'Original_Text': ""I'd put it up there as pretty important"", 'Code': 'Important to Immunize', 'Topic': 'Immunization Impact', 'Keywords': ['Importance', 'Immunization']}]"
34,ts9_34,"Yeah. Yeah, that's great. Um, so, do you remember, you know, obviously, it was a while ago now and it's a lot, a lot has happened since then but do you remember how you learned that your children were eligible to get the vaccine this past fall? Like, did you get a letter, a text message, phone call?","It was a letter from the NHS. We might have had a text message from the doctor, like our own practice. But those all go to my wife's phone because I'm away a lot of the time so I wouldn't get it.","[{'Original_Text': 'It was a letter from the NHS.', 'Code': 'Letter from the NHS', 'Topic': 'Source of Information', 'Keywords': ['Letter', 'NHS', 'Information Source']}, {'Original_Text': 'We might have had a text message from the doctor', 'Code': 'Text Message from Doctor', 'Topic': 'Source of Information', 'Keywords': ['Text Message', 'Doctor', 'Information Source']}]"
36,ts9_36,"Yeah. Was it so as any part of the process challenging at all, or was it all just very straightforward?",Very straightforward.,"[{'Original_Text': 'Very straightforward', 'Code': 'Straightforward Process', 'Topic': 'Process Attributes', 'Keywords': ['Process', 'Attributes']}]"
39,ts9_39,"Yeah, absolutely. So it's, again, it seems like from what you said your wife, and you as well, have a lot of faith in sort of science and the medical science rounding vaccines. So you just sort of trust. You know, trust that that science has determined and safe and that's all you need to be convinced. Is that accurate?","Yeah I'd say thats accurate. There is a certain amount of Googling done and looking at the NHS website to learn about the side effects just so that we need to know what to expect off the back of it. Just in case, you know if the kids start having something afterwards, like after the meningitis vaccine we knew what we were looking for. But yeah, I have full faith that these things are safe.","[{'Original_Text': 'There is a certain amount of Googling done and looking at the NHS website to learn about the side effects just so that we need to know what to expect off the back of it', 'Code': 'Extensive research for side effects', 'Topic': 'Side Effect Information Sources', 'Keywords': ['Research', 'Side Effects']}]"
40,ts9_40,"Yeah, absolutely. Um, so have you personally had the flu vaccine is year?",Yes. Right. Yes I have done.,[{'Original_Text': 'Yes. Right. Yes I have done.'}]
41,ts9_41,Yeah. And was that something that was made available through your employer or was that something you sought out independently?,Something I sought out myself.,"[{'Original_Text': 'That was something I sought out myself.', 'Code': 'Seeking out Immunizations Independently', 'Topic': 'Seeking Immunizations', 'Keywords': ['Immunizations', 'Seeking']}]"
